slug,distillery_name,country,registry,company_number,company_name,relation,match_method,confidence,verified,source,note
santis-malt,Säntis Malt,Switzerland,ch-zefix,CHE-383.827.659,Säntis Malt AG,self,lindas-zefix-bulk-name,high,,https://www.zefix.admin.ch/de/search/entity/list/firm/1600547,"name jaccard 1.00; Zefix active entity (LINDAS core data, daily); legal form eCH-0097 0106; seat Appenzell (city agrees), Brauereiplatz 1, 9050; Zweck mentions distilling/spirits"
pfau-brand,Pfau Brand,Austria,at-firmenbuch,FN 195017 s,Pfau Brennerei GmbH,self,oenace-1101-list,high,,https://justizonline.gv.at/jop/web/firmenbuchabfrage/suchergebnis?search=195017s,"name jaccard 1.00; Firmenbuch status ACTIVE; Sitz Klagenfurt (city agrees); OENACE 11.01 = Herstellung von Spirituosen; JustizOnline free search, legal form from the name"
pfau-brand,Pfau Brand,Austria,at-firmenbuch,,Vereinigte Kärntner Brauereien AG,operator,hand,medium,,https://justizonline.gv.at/jop/web/firmenbuchabfrage,"Pfau is distilled at the Schleppe brewery site, Klagenfurt, owned by Vereinigte Kärntner Brauereien AG. No FN could be confirmed from cached data: the name does not appear in the Statistik Austria FN->OENACE list (at_fbnr_oenace.csv -- breweries are not classified under 11.01 Herstellung von Spirituosen) and no JustizOnline name search for it is cached. A live JustizOnline search would resolve the FN but was not run this pass to stay inside the request cap; company_number stays blank rather than guessed."
brennerei-stadelmann,Brennerei Stadelmann,Switzerland,ch-zefix,CHE-403.974.811,Brennerei Stadelmann GmbH,self,lindas-zefix-bulk-name,high,,https://www.zefix.admin.ch/de/search/entity/list/firm/1370015,"name jaccard 1.00; Zefix active entity (LINDAS core data, daily); legal form eCH-0097 0107; seat Altbüron (city agrees), Unterdorf 5, 6147; Zweck mentions distilling/spirits"
matte-brennerei,Matte Brennerei,Switzerland,ch-zefix,CHE-497.477.224,Matte Brennerei Bar GmbH,self,lindas-zefix-bulk-name,low,,https://www.zefix.admin.ch/de/search/entity/list/firm/1252309,"name jaccard 0.50; Zefix active entity (LINDAS core data, daily); legal form eCH-0097 0107; seat Bern (city agrees), Mühleplatz 5, 3011; Zweck mentions distilling/spirits"
langatun,LANGATUN,Switzerland,ch-zefix,CHE-113.968.845,Langatun Distillery AG,self,lindas-zefix-bulk-name,high,,https://www.zefix.admin.ch/de/search/entity/list/firm/892412,"name jaccard 1.00; Zefix active entity (LINDAS core data, daily); legal form eCH-0097 0106; seat Aarwangen (city agrees), Eyhalde 10, 4912; Zweck mentions distilling/spirits"
altenburger-destillerie,Altenburger Destillerie,Germany,de-offeneregister,Leipzig HRB 817,ALTENBURGER LIKÖRFABRIK GmbH,self,offeneregister-bulk-name,medium,,https://opencorporates.com/companies/de/U1308_HRB817,"name jaccard 1.00; OffeneRegister status 'removed' as of 2018-06-19 (2017-2019 snapshot, not current); Leipzig HRB 817; registered office Altenburg; address n/a"
altenburger-destillerie,Altenburger Destillerie,Germany,de-offeneregister,Jena HRB 202253,Altenburger Brauerei GmbH,self,offeneregister-bulk-name,medium,,https://opencorporates.com/companies/de/Y1206_HRB202253,"name jaccard 1.00; OffeneRegister status 'currently registered' as of 2018-06-30 (2017-2019 snapshot, not current); Jena HRB 202253; registered office Altenburg; address Brauereistr."
altenburger-destillerie,Altenburger Destillerie,Germany,de-offeneregister,Leipzig HRB 1228,Altenburger Brauerei GmbH,self,offeneregister-bulk-name,medium,,https://opencorporates.com/companies/de/U1308_HRB1228,"name jaccard 1.00; OffeneRegister status 'removed' as of 2018-06-20 (2017-2019 snapshot, not current); Leipzig HRB 1228; registered office Altenburg; address n/a"
distillerie-de-bassins,Distillerie de Bassins,Switzerland,ch-zefix,CHE-101.948.712,Distillerie de Bassins Sàrl,self,lindas-zefix-bulk-name,high,,https://www.zefix.admin.ch/de/search/entity/list/firm/605181,"name jaccard 1.00; Zefix active entity (LINDAS core data, daily); legal form eCH-0097 0107; seat Bassins,  , 1269; Zweck mentions distilling/spirits"
brennerei-zum-tropfli-gmbh,Brennerei zum Tröpfli GmbH,Switzerland,ch-zefix,CHE-106.966.278,Brennerei zum Tröpfli GmbH,self,lindas-zefix-bulk-name,high,,https://www.zefix.admin.ch/de/search/entity/list/firm/403851,"name jaccard 1.00; Zefix active entity (LINDAS core data, daily); legal form eCH-0097 0107; seat Obfelden (city agrees), Dorfstrasse 82, 8912; Zweck mentions distilling/spirits"
absinthe-la-valote-martin,Absinthe la Valote Martin,Switzerland,ch-zefix,CHE-233.966.979,Absinthe La Valote Martin Sàrl,self,lindas-zefix-bulk-name,high,,https://www.zefix.admin.ch/de/search/entity/list/firm/1186469,"name jaccard 1.00; Zefix active entity (LINDAS core data, daily); legal form eCH-0097 0107; seat Couvet, Rue du Nessert 3, 2108; Zweck mentions distilling/spirits"
edelbrennerei-ehringhausen,Edelbrennerei Ehringhausen,Germany,de-offeneregister,Dortmund HRA 18025,Brennerei Ehringhausen e.K.,self,offeneregister-bulk-name,high,,https://opencorporates.com/companies/de/R2402_HRA18025,"name jaccard 1.00; OffeneRegister status 'currently registered' as of 2018-06-24 (2017-2019 snapshot, not current); Dortmund HRA 18025; registered office Werne (city agrees); address Ehringhauser Weg 2, 59368 Werne."
schnapsbrennerei-wenzel,Schnapsbrennerei Richard Wenzel,Germany,de-offeneregister,Aschaffenburg HRA 2374,Richard Wenzel GmbH & Co. KG,self,offeneregister-bulk-name,high,,https://opencorporates.com/companies/de/D4102V_HRA2374,"name jaccard 1.00; OffeneRegister status 'currently registered' as of 2018-06-21 (2017-2019 snapshot, not current); Aschaffenburg HRA 2374; registered office Aschaffenburg; address n/a"
