permit_number,business_name,dba_name,street,city,state,zip,permit_type,status,issue_date
FL-S-20130,SUGAR SAND DISTILLERY LLC,Sugar Sand Distillery,301 CIRCLE PARK DR STE 3011,SEBRING,FL,33870,S,ACTIVE,
FL-S-20132,"MIA BREWING CO, INC.",MIA Brewing Co,10400 NW 33RD ST STE 150,DORAL,FL,33172,S,ACTIVE,
FL-S-20134,"GL DISTILLERY LWR, LLC",Good Liquid Distillery,1561 LAKEFRONT DR STE 102 &103,SARASOTA,FL,34240,S,ACTIVE,
FL-S-20135,SOUND OF COFFEE CORP.,Sound of Spirits - Distillery,278 TALLEYRAND AVE,JACKSONVILLE,FL,32202,S,ACTIVE,
FL-S-20136,GNARBUCHA INC.,Gnarbucha,1257 MAYPORT RD,ATLANTIC BEACH,FL,32233,S,ACTIVE,
FL-S-20138,DOM PARTNERS LLC,Infinite Distilling Co,304 S MAGNOLIA AVE,OCALA,FL,34471,S,ACTIVE,
FL-S-20141,"DUNAMIS PREMIUM SPIRITS, LLC.",,3885 CORREIA DR,ZEPHYRHILLS,FL,33542,S,ACTIVE,
FL-S-20144,PROOF BREWING CO.,Curiosa Cocktails,1320 S MONROE ST,TALLAHASSEE,FL,32301,S,ACTIVE,
FL-S-20145,"DEVIANT LIBATION, LLC",Deviant Libation,3800 N NEBRASKA AVE,TAMPA,FL,33603,S,ACTIVE,
FL-S-20146,"THE PAPAGALO COMPANY, LLC",SAILBIRD DISTILLING,228 W KING ST STE A,ST. AUGUSTINE,FL,32084,S,ACTIVE,
FL-S-20147,OLOGY BREWING COMPANY LLC,,6401 N FLORIDA AVE,TAMPA,FL,33604,S,ACTIVE,
FL-S-20150,3 HORSES DISTILLERY LLC,3H Distillery,2230 LOST PINE TRL BLDG 2,BROOKSVILLE,FL,34604,S,ACTIVE,
FL-S-20152,"BEAT CULTURE BREWING COMPANY, LLC",Beat Culture,7250 NW 11TH ST,MIAMI,FL,33126,S,ACTIVE,
FL-S-20153,ROCKPIT BREWING LLC,RockPit Brewing,10 W ILLIANA ST,ORLANDO,FL,32806,S,ACTIVE,
FL-S-20155,UNBRANDED BREWING COMPANY,Unbranded Brewing Company,1395 E 11TH AVE,HIALEAH,FL,33010,S,ACTIVE,
FL-S-20156,PALM & PINE FARM DISTILLERY LLC,,2855 NE COUNTY ROAD 340,HIGH SPRINGS,FL,32543,S,ACTIVE,
FL-S-20158,CALAVERA BEVERAGE INC.,Calavera Beverage,274 SERENOA RD STE 1A,SANTA ROSA BEACH,FL,32459,S,ACTIVE,
FL-S-20160,"PASSTUR, INC.",,4100 N POWERLINE RD STE H-5,POMPANO BEACH,FL,33073,S,ACTIVE,
FL-S-20161,MARKER 48 BREWING LLC,Marker 48 Brewing,12147 CORTEZ BLVD,BROOKSVILLE,FL,34613,S,ACTIVE,
FL-S-20162,JEKYLL BREWING JAX BEACH LLC,,131 1ST AVE N UNIT 101,JACKSONVILLE BEACH,FL,32250,S,ACTIVE,
FL-S-20163,REVE BREWING LLC,Mayport Garden Club,1261 MAYPORT RD,ATLANTIC BEACH,FL,32233,S,ACTIVE,
FL-S-20166,WINE STREAM INC,LIQUOR STREAM,1915 W CHERRY ST,TAMPA,FL,33607,S,ACTIVE,
FL-S-20167,MILKWEED SPIRITS LLC,Big Jerk Black Label,257 AMBER ST UNIT J,PENSACOLA,FL,32503,S,ACTIVE,
FL-S-20168,GOLD CREST DIST CORP,,1150 JETPORT DR,ORLANDO,FL,32809,S,ACTIVE,
FL-S-20169,"BROKEN PLANK RUM, LLC",,239 FIELD END ST,SARASOTA,FL,34240,S,ACTIVE,
FL-S-20170,SAVEURS LAKAY LLC,,13438 NW 38TH CT,OPA-LOCKA,FL,33025,S,ACTIVE,
FL-S-20171,"PASSION JUICE BAR, LLC",Muscle Craft Distillery,4745 SE DESOTO AVE,STUART,FL,34997,S,ACTIVE,
FL-S-20174,THE LAGUNITAS BREWING COMPANY,CERVECERIA LA TROPICAL,42 NE 25TH ST,MIAMI,FL,33137,S,ACTIVE,
FL-S-20175,ISLAMORADA DISTILLING LLC,CROOKED PALM CABANA,90184 OVERSEAS HWY UNIT 100,TAVERNIER,FL,33070,S,ACTIVE,
FL-S-20176,MAGIC 13 BREWING COMPANY LLC,Magic 13 Brewing Co.,340 NE 61ST ST,MIAMI,FL,33137,S,ACTIVE,
FL-S-20177,INNOVATIONS BY SUNSET LLC,,10550 72ND ST N STE 503,LARGO,FL,33765,S,ACTIVE,
FL-S-20178,ALBERY ESTATE LLC,NewBreed Distillery,602 N G ST UNIT 602D,LAKE WORTH,FL,33460,S,ACTIVE,
FL-S-20179,DW ERMONTS LLC,,8260 NW SOUTH RIVER DR,MEDLEY,FL,33166,S,ACTIVE,
FL-S-20180,CHUBBIES ON THE BEACH INC,CHUBBIES ON THE BEACH,700 S PIER PARK DR STE 170,PANAMA CITY,FL,32413,S,ACTIVE,
FL-S-20181,"GOOD LIQUID BREWING COMPANY PARRISH, LLC",,8980 US 301 HWY N UNIT 138,PARRISH,FL,34219,S,ACTIVE,
FL-S-20184,"MAW'S MOUNTAIN MOONSHINE, LLC",Maw's Mountain Moonshine,5770 W IRLO BRONSON MEMORIAL HWY STE 400,KISSIMMEE,FL,34746,S,ACTIVE,
FL-S-20187,THE GOOD LIQUID BREWING COMPANY LLC,,1570 LAKEFRONT DR BLDG 101,LAKE WOOD RANCH,FL,34240,S,ACTIVE,
FL-S-20188,CIVIL SOCIETY DISTILLING CO.,Civil Society Distilling Co.,1200 TOWN CENTER DR STE 101,JUPITER,FL,33458,S,ACTIVE,
FL-S-20189,THE GOOD LIQUID BREWING COMPANY LLC,,2011 51ST AVE E UNIT 100,PALMETTO,FL,34221,S,ACTIVE,
FL-S-20190,MANOR HOUSE DISTILLERY LLC,Grove & Grain Distillery,33150 PUCKETT ST,DADE CITY,FL,33352,S,ACTIVE,
FL-S-20191,DOM PARTNERS LLC,Infinite Ale Works,235 NE WATULA AVE,OCALA,FL,34470,S,ACTIVE,
FL-S-20192,INVASIVE SPECIES BREWING LLC,Invasive Species,726 NE 2ND AVE,FORT LAUDERDALE,FL,33304,S,ACTIVE,
FL-S-20195,GYTE RYTE ENTERTAINMENT LLC,GYTE RYTE DISTILLERY,6043 DEACON RD UNIT 16,SARASOTA,FL,34238,S,ACTIVE,
FL-S-20196,MASTRY'S BREWING CO. LLC,MASTRY'S BREWING CO.,7701 BLIND PASS RD,ST PETE BEACH,FL,33706,S,ACTIVE,
FL-S-20198,"SUN SOAKED SPIRITS, LLC",PRELUDE DISTILLING CO.,8891 -8893 AND 8895 SW 129 ST,MIAMI,FL,33176,S,ACTIVE,
FL-S-20200,CHANNELSIDE BREWING COMPANY LLC,Channelside Brewing Company,802 N 12TH ST STE C,TAMPA,FL,33602,S,ACTIVE,
FL-S-20201,"BEVERAGES FOR FRIENDS, LLC",Playalinda Brewing Company,5220 S WASHINGTON AVE,TITUSVILLE,FL,32780,S,ACTIVE,
FL-S-20202,WATER TOWER DISTILLERY CO,water tower distillery,19544 MANECKE RD UNIT 2,BROOKSVILL,FL,34601,S,ACTIVE,
FL-S-20204,DOWNS BREWING LLC,Suncreek Brewery,790 W MINNEOLA AVE,CLERMONT,FL,34711,S,ACTIVE,
FL-S-20205,CRAFTQUILA INC.,CRAFTQUILA,3780 BURNS RD STE 3,PALM BEACH GARDENS,FL,33410,S,ACTIVE,
FL-S-20207,"WATERCRAFT BREWING AND DISTILLING, LLC.",Watercraft Brewing and Distilling,17 AVENUE D,APALACHICOLA,FL,32320,S,ACTIVE,
FL-S-20209,"SOUTHERN FIELDS BREWING, LLC",Southern Fields Brewing,2328 HWY 2,CAMPBELLTON,FL,32426,S,ACTIVE,
FL-S-20210,"SOUTHERN SKY SPIRITS, LLC",Southern Sky Spirits,279 PEADEN BRIDGE RD,BAKER,FL,32531,S,ACTIVE,
FL-S-20212,COVE BREWERY LLC,Cove Brewery,1500 SE 3RD CT STE 100,DEERFIELD BEACH,FL,33441,S,ACTIVE,
FL-S-20213,CIVIL SOCIETY BREWING CO.,Civil Society Distilling,425 KANUGA DR,WEST PALM BEACH,FL,33401,S,ACTIVE,
FL-S-20214,"THE PAPAGALO COMPANY, LLC",Sailbird Distilling,35 SAN MARCO AVE STE A,SAINT AUGUSTINE,FL,32084,S,ACTIVE,
FL-S-20215,ST PETE BREW LLC,St Pete Brewing & Distilling Co,538 FIRST AVE N,ST PETERSBURG,FL,33701,S,ACTIVE,
FL-S-20216,PEE-PA'S GARAGE CRAFT BREWERY LLC,PEE-PA'S GARAGE DISTILLERY,6340 49 ST N,PINELLAS PARK,FL,33781,S,ACTIVE,
FL-S-20217,ALGA BEER COMPANY LLC,Alga Beer Company,1151 E SCOTT ST,PENSACOLA,FL,32503,S,ACTIVE,
FL-S-20218,HALPATTER'S LLC,Halpatter's,264 HERNANDO AVE NE,LAKE CITY,FL,32055,S,ACTIVE,
FL-S-20219,GREAT SOUTHERN COPACKERS LLC,Great Southern Beverages,3900 S FRONTAGE RD,LAKELAND,FL,33815,S,ACTIVE,
FL-S-20220,FLORIDA DISTILLERS LLC,Florida Distillers,523 PALM HARBOR BLVD,PALM HARBOR,FL,34683,S,ACTIVE,
FL-S-20221,MONSTER BREWING COMPANY LLC,,1812 N 15TH ST,TAMPA,FL,33605,S,ACTIVE,
FL-S-20222,"THE HOURGLASS BREWERY, LLC",Hourglass Brewing,480 S RONALD REAGAN BLVD UNIT 1024B,LONGWOOD,FL,32750,S,ACTIVE,
FL-S-20223,"FACIANE BOTTLING CO, LLC",,790 N COUNTY 393 HWY UNIT C (2),SANTA ROSA BEACH,FL,32459,S,ACTIVE,
FL-S-20224,C&C DISTILLERY LLC,C&C DISTILLERY,6470 NW 77TH CT,MIAMI,FL,33166,S,ACTIVE,
FL-S-20225,TACTICAL BREWING LLC,Tactical Brewing Co.,4882 NEW BROAD ST,ORLANDO,FL,32814,S,ACTIVE,
FL-S-20226,"THE TANK, LLC",The Tank,5100 NW 72ND AVE BAY A,MIAMI,FL,33166,S,ACTIVE,
FL-S-20227,TURN 2 BREWING COMPANY INC.,"TURN 2 DISTILLING COMPANY, INC.",4496 TANGLEWOOD DR,SEBRING,FL,33872,S,ACTIVE,
FL-S-20228,FUNKY BUDDHA BREWERY LLC,Funky Buddha Brewery,1201 NE 38TH ST UNIT A-1,OAKLAND PARK,FL,33334,S,ACTIVE,
FL-S-20229,"DEVIANT WOLFE BREWING, L.L.C.",Deviant Wolfe Brewing,121 W 1ST ST,SANFORD,FL,32771,S,ACTIVE,
FL-S-20230,"JOYLAND BREWING COMPANY, L.L.C.",Ivanhoe Park Brewing Company,1300 ALDEN RD,ORLANDO,FL,32803,S,ACTIVE,
FL-S-20231,"ARHOB, LLC",HOB,931 HUNTLEY AVE,DUNEDIN,FL,34698,S,ACTIVE,
FL-S-20232,TOLL ROAD BREWING COMPANY LLC,Toll Road Brewing Company,101 W MCKEY ST,OCOEE,FL,34761,S,ACTIVE,
FL-S-20233,WECAN BEVERAGES LLC,,6700 NE 4TH AVE,MIAMI,FL,33138,S,ACTIVE,
FL-S-20234,HARDBREW LLC,HardBrew,2917 BORDEN ST,JACKSONVILLE,FL,32209,S,ACTIVE,
