permit_number,business_name,dba_name,street,city,state,zip,permit_type,status,issue_date
TX-S-20295,"NORTH TEXAS BOTTLING, INC",Premier360Brewing Co,2618 GRAVEL DR BLDG 7,FORT WORTH,TX,76118,S,ACTIVE,
TX-S-20296,WAR TRAIL DRINKS LLC,War Trail Spirits,200 GRAPE CREEK RD,LLANO,TX,78643,S,ACTIVE,
TX-S-20297,SAN ANTONIO DISTILLING LLC,SAN ANTONIO DISTILLING COMPANY,16104 UNIVERSITY OAK,SAN ANTONIO,TX,78249,S,ACTIVE,
TX-S-20298,THE INFUSERY LLC,,5610 CLINTON DR BLDG B,HOUSTON,TX,77020,S,ACTIVE,
TX-S-20300,KAPE PROPERTIES LLC,Bahnbrecker,263 LUCINDA DR,NEW BRAUNFELS,TX,78130,S,ACTIVE,
TX-S-20301,"KBD DISTILLING, LLC",Briggs Distilling Co.,121 BROWNSON LN,DRIFTWOOD,TX,78619,S,ACTIVE,
TX-S-20302,ROBERSON DISTILLERY LLC,,4701 PRIEM LN UNIT 3A & 3B,PFLUGERVILLE,TX,78660,S,ACTIVE,
TX-S-20303,"GF SPIRITS OPERATING, LLC",,1022 PEACH CREEK RD,COLLEGE STATION,TX,77845,S,ACTIVE,
TX-S-20305,"ALLBEV, LLC",,1901 FM 546 STE 200,MCKINNEY,TX,75069,S,ACTIVE,
TX-S-20307,"HIGH BASIN BRANDS LICENSING, LLC",,16604 FITZHUGH RD,DRIPPING SPRINGS,TX,78620,S,ACTIVE,
TX-S-20308,"WATERLOO GIN COMPANY, LLC",,16604 FITZHUGH RD,DRIPPING SPRINGS,TX,78620,S,ACTIVE,
TX-S-20309,LOCKWOOD DISTILLING COMPANY ENTERPRISE LLC,,816 S SHERMAN ST,RICHARDSON,TX,75081,S,ACTIVE,
TX-S-20310,"FIRST MIRACLE, INC.",Landon Distillery,201 W CALIFORNIA ST,GAINESVILLE,TX,76240,S,ACTIVE,
TX-S-20311,THREE WIDE LLC,,16230 THREE WIDE DR STE A,FORT WORTH,TX,76177,S,ACTIVE,
TX-S-20312,"SECOND COLONY, LLC","Second Colony, LLC",929 2ND ST,ROSENBERG,TX,77471,S,ACTIVE,
TX-S-20313,NEW DISCOVERY LINES CANADA LTD,NDL FOODS,201 LOS MOCHIS DR STE B,CANUTILLO,TX,79835,S,ACTIVE,
TX-S-20314,THE DALLAS SPIRITS COMPANY LLC,Wild Revival,3745 MINGO RD STE 505,DENTON,TX,76208,S,ACTIVE,
TX-S-20315,TWISTED SPIRITS LLC,Twisted Spirits LLC,800 E COMMERCE AVE,GLADEWATER,TX,75647,S,ACTIVE,
TX-S-20317,"2111 TAYLOR STREET, LTD",Hula Girl Spirits,907 E SERVICE RD,TULIA,TX,79088,S,ACTIVE,
TX-S-20318,"IWD ENTERPRISES, LLC",,907 E SERVICE RD,TULIA,TX,79088,S,ACTIVE,
TX-S-20321,NUTRAPRODUCTS INC.,NutraProducts,8101 ROYAL RIDGE PKWY STE 100,IRVING,TX,75063,S,ACTIVE,
TX-S-20324,WILD LEAF HOLDINGS US LLC,Wildpack Beverage,4007 COMMERCIAL CENTER DR,AUSTIN,TX,78744,S,ACTIVE,
TX-S-20325,NEXT PAGE SPIRITS LLC,Spinnaker Rum,8119 EXCHANGE DR UNIT B01-E,AUSTIN,TX,78754,S,ACTIVE,
TX-S-20326,"DIAGEO AMERICAS SUPPLY, INC.",,212-220 S 12TH ST,WACO,TX,76701,S,ACTIVE,
TX-S-20327,ONE HANDED BARTENDER LLC,OHB Craft Cocktails,130 MITCHELL RD UNIT B 10 & B11,HOUSTON,TX,77037,S,ACTIVE,
TX-S-20329,MAYO BEVERAGE COMPANY LLC,,400 N KIRTLEY RD STE B,SMITHVILLE,TX,78957,S,ACTIVE,
TX-S-20330,TEXAS DISTILLERY INC,,8811 EMMOTT RD STE 1100,HOUSTON,TX,77040,S,ACTIVE,
TX-S-20331,"ZILKER BREWING COMPANY, LLC",,1701 E 6TH ST,AUSTIN,TX,78702,S,ACTIVE,
TX-S-20332,"HIGH BASIN BRANDS LICENSING, LLC",,5318 FM 517 BLDG C,ALVIN,TX,77511,S,ACTIVE,
TX-S-20333,"LA GRANGE DISTILLING COMPANY, LLC",,390 S REYNOLDS ST BLDG A&E,LA GRANGE,TX,78945,S,ACTIVE,
TX-S-20334,FOUR CORNERS BREWING COMPANY LLC,Four Corners Brewing Company,1315 S ERVAY ST,DALLAS,TX,75215,S,ACTIVE,
TX-S-20335,"RICE MOUNTAIN WINE, LLC",Viet Wine Co.,6040 BRITTMOORE RD STE P,HOUSTON,TX,77041,S,ACTIVE,
TX-S-20336,"ALTITUDE BEVERAGES, LLC",Altitude Beverages Group,6303 COWBOYS WAY,FRISCO,TX,75034,S,ACTIVE,
TX-S-20338,"RIO NECHES ESTATE, LLC",,18655 COUNTY ROAD 418,TYLER,TX,75704,S,ACTIVE,
TX-S-20339,TEXAS RT HOLDINGS LLC,Rollertown Beerworks,6450 MAIN ST,FRISCO,TX,75033,S,ACTIVE,
TX-S-20340,"WATERLOO GIN COMPANY, LLC",,8501 COVER RD,SAN ANTONIO,TX,78263,S,ACTIVE,
TX-S-20341,"DRINKPAK II, LLC.",,7777 OAK GROVE RD,FORT WORTH,TX,76177,S,ACTIVE,
TX-S-20342,"COPPER WIDOW DISTILLERY, LLC",Copper Widow,8425 CR 6500,LUBBOCK,TX,79416,S,ACTIVE,
TX-S-20345,POR OSOS LLC,,5610 CLINTON DR BLDG B,HOUSTON,TX,77020,S,ACTIVE,
TX-S-20346,"FIRST MIRACLE, INC.",Landon Distillery,101 N BALLARD AVE,WYLIE,TX,75098,S,ACTIVE,
TX-S-20347,"FIRST MIRACLE, INC.",Landon Distillery,101 N KENTUCKY ST,MCKINNEY,TX,75069,S,ACTIVE,
TX-S-20348,RANCH BRAND WINE & SPIRITS LLC,Ranch Brand Wine & Spirits,6441 STATE HIGHWAY 46 W STE 1000,NEW BRAUNFELS,TX,78132,S,ACTIVE,
TX-S-20349,"FIRST MIRACLE, INC.",Landon Distillery,318 W MAIN ST,DENISON,TX,75020,S,ACTIVE,
TX-S-20350,"TUPPS BREWERY, LLC","TUPPS Brewery, LLC",402 E LOUISIANA ST BLDG 4,MCKINNEY,TX,75069,S,ACTIVE,
TX-S-20351,"FIRST MIRACLE, INC.",Landon Distillery,3121 OLYMPUS BLVD STE 130,DALLAS,TX,75019,S,ACTIVE,
TX-S-20354,"LOCKWOOD DISTILLING COMPANY IVAN, LLC",,532 MAIN ST STE A,GARLAND,TX,75040,S,ACTIVE,
TX-S-20355,PINEY WOODS DISTILLERY LLC,,3627 US HIGHWAY 79 E,HENDERSON,TX,75652,S,ACTIVE,
TX-S-20356,"BLOAK, LLC",Oak & Eden Clearfork,5285 MARATHON AVE STE D200B,FORT WORTH,TX,76109,S,ACTIVE,
TX-S-20357,"PHENOMENAL SPIRITS, INC.",,3280 FM 112,TAYLOR,TX,76574,S,ACTIVE,
TX-S-20358,POUR LIBATIONS LLC,Pour Libations,930 FM 1960 E UNIT G & H,HOUSTON,TX,77073,S,ACTIVE,
TX-S-20360,"C. VILLANUEVA COMPANY, L.L.C.",,5610 CLINTON DR BLDG B,HOUSTON,TX,77020,S,ACTIVE,
TX-S-20361,"FIRST MIRACLE, INC.",Landon Distillery,2508 LEE ST,GREENVILLE,TX,75401,S,ACTIVE,
TX-S-20362,"MARCA BRAVA SPIRITS,  LLC",,208 S HASKELL AVE,DALLAS,TX,75226,S,ACTIVE,
TX-S-20363,"AYRES SPIRITS, LLC",,6441 STATE HIGHWAY 46 W STE 1050,NEW BRAUNFELS,TX,78132,S,ACTIVE,
TX-S-20364,"VALLE DELLA PACE DISTILLERY, LLC",VALLE DELLA PACE DISTILLERY,17840 STATE HWY 110 N UNIT B,LINDALE,TX,75771,S,ACTIVE,
TX-S-20365,"COLTER X BECKWOURTH, LLC",,1110 CR 149,GEORGETOWN,TX,78626,S,ACTIVE,
TX-S-20366,"THE BREWTORIUM - NORTH AUSTIN, LLC",The Brewtorium Brewery & Kitchen,6015 DILLARD CIR STE A,AUSTIN,TX,78752,S,ACTIVE,
TX-S-20367,"BRENNTAG SOUTHWEST, LLC",,704 E WINTERGREEN RD,LANCASTER,TX,75134,S,ACTIVE,
TX-S-20368,NORTH TEXAS SPIRITS LLC,,865 HCR 4251,HILLSBORO,TX,76645,S,ACTIVE,
TX-S-20369,STRONGHOLD SPIRITS LLC,Stronghold Spirits,7704 TIMBERLAND DR,ORANGE,TX,77632,S,ACTIVE,
TX-S-20370,WOODBINE BEVERAGE COMPANY LLC,,816 S SHERMAN ST,RICHARDSON,TX,75081,S,ACTIVE,
TX-S-20371,"SHAKEN BEVERAGE COMPANY, INC.",,3755 MARQUIS DR STE 101,GARLAND,TX,75042,S,ACTIVE,
TX-S-20372,CLASSIC TREND INC.,Classic Trend Distillery,3117 CABINESS PKWY UNIT B,CORPUS CHRISTI,TX,78415,S,ACTIVE,
TX-S-20373,TPR DALLAS LLC,The Private Rickhouse,2817 & 2825 CANTON ST,DALLAS,TX,75226,S,ACTIVE,
TX-S-20374,"CULPER RING DISTILLED SPIRITS, LLC",,1909 FM 535,SMITHVILLE,TX,78957,S,ACTIVE,
TX-S-20375,"PARIS BOTTLING COMPANY, LLC",,2020 19TH ST NW,PARIS,TX,75460,S,ACTIVE,
TX-S-6,TEXACELLO LLC,PAULA'S TEXAS SPIRITS,171 SPRINGS LN BLDG 2 STE 200,DRIPPING SPRINGS,TX,78620,S,ACTIVE,
UT-S-20001,ABO LLC,Beehive Distilling,2245 S WEST TEMPLE ST,SALT LAKE CITY,UT,84115,S,ACTIVE,
UT-S-20003,"ELEVATION DISTILLING, LLC",,"6864 S 300, WEST UNIT 1",MIDVALE,UT,84047,S,ACTIVE,
UT-S-20005,"DISTILLERY 36, LLC",,2374 S REDWOOD RD,SALT LAKE CITY,UT,84119,S,ACTIVE,
UT-S-20006,"THE HIVE WINERY, INC.",The Hive Brandy Company,1220 W JACK D DR UNIT 1,LAYTON,UT,84041,S,ACTIVE,
UT-S-20007,"KID CURRY SPIRITS, LLC",,"2080 W 2200, SOUTH",WEST VALLEY CITY,UT,84119,S,ACTIVE,
UT-S-20015,"ST GEORGE'S BEVERAGE CO., LLC",,4391 S ENTERPRISE DR,ST GEORGE,UT,84790,S,ACTIVE,
UT-S-20017,HOLYSTONE DISTILLING LLC,Holystone Distilling,207 W 4860 SOUTH STE 5,MURRAY,UT,84107,S,ACTIVE,
UT-S-20018,"SALT FLATS SPIRITS, LLC",,2020 W INDUSTRIAL CIR UNIT C,SALT LAKE CITY,UT,84104,S,ACTIVE,
UT-S-20019,"CLEARWATER DISTILLING COMPANY, LLC",Clearwater Distilling Company,564 W 700 S STE 401,PLEASANT GROVE,UT,84062,S,ACTIVE,
UT-S-20020,"INTERMOUNTAIN NUTRITION, LLC",,1851 W UTAH AVE,PAYSON,UT,84651,S,ACTIVE,
UT-S-20021,DUGALA DISTILLERY LLC,Eight Settlers,7321 SOUTH CANYON CENTER PARKWAY,COTTONWOOD HEIGHTS,UT,84121,S,ACTIVE,
UT-S-20022,"SUMMIT DISTILLERS, INC.",Proverbial Spirits,4175 FORESTDALE RD UNIT 102A,PARK CITY,UT,84098,S,ACTIVE,
UT-S-20023,LONGEVIKIN LLC,,1415 S 700 W STE 7 AND 12,SALT LAKE CITY,UT,84104,S,ACTIVE,
UT-S-20028,"BIG BRANDS UTAH CO-PACKING, LLC",,965 N MAIN ST,SPRINGVILLE,UT,84663,S,ACTIVE,
UT-S-20029,"STREAMLINE MANUFACTURING, LLC",,675 N 2800 W STE 103,LINDON,UT,84042,S,ACTIVE,
UT-S-20033,"THE HORROCKS COMPANY, LLC",Specialty Alcohols,1736 W H AVE,TOOELE,UT,84074,S,ACTIVE,
UT-S-20034,"VITAPUR, LLC",,1219 W 2285 S STE B,WOODS CROSS,UT,84087,S,ACTIVE,
UT-S-20036,CANARY COCKTAILS CO. LLC,Canary Cocktails,3020 W 500 S UNIT B,SALT LAKE CITY,UT,84104,S,ACTIVE,
UT-S-20038,THISTLE SPIRITS LLC,,2195 S WEST TEMPLE ST,SOUTH SALT LAKE,UT,84115,S,ACTIVE,
UT-S-20039,"BOXING GIRL SPIRITS, LLC",,3020 W 500 S UNIT I,SALT LAKE CITY,UT,84104,S,ACTIVE,
UT-S-20040,"BLACK FEATHER SPIRITS, INC.",Black Feather Whiskey,537 W PICKETT CIR STE 900,SALT LAKE CITY,UT,84115,S,ACTIVE,
VA-S-15000,"PARCHED GROUP, LLC",Cirrus Vodka,1603 OWNBY LN,RICHMOND,VA,23220,S,ACTIVE,
VA-S-15002,"COPPER FOX DISTILLERY ENTERPRISES, L.L.C.",,9 RIVER LN,SPERRYVILLE,VA,22740,S,ACTIVE,
VA-S-15009,ZACHARY LEE COMBS,THE GREAT DISMAL DISTILLERY,1549 JUNIPER ST,NORFOLK,VA,23502,S,ACTIVE,
VA-S-15010,THE HOMEPLACE DISTILLERY LLC,,10 FALL CREEK ROAD,RIDGEWAY,VA,24148,S,ACTIVE,
VA-S-15014,T.F. O'NEILL DISTILLERY L.L.C.,,240 LENOIR DR,WINCHESTER,VA,22603,S,ACTIVE,
VA-S-15015,LAIRD & COMPANY,,3638 LAIRD LN,NORTH GARDEN,VA,22959,S,ACTIVE,
VA-S-15016,"VINUM, LLC",,5134 VIEWMONT WEST DR,CHARLOTTESVILLE,VA,22902,S,ACTIVE,
VA-S-15018,"OLD HOUSE VINEYARDS, LLC",OLD HOUSE VINEYARDS,18351 CORKYS LN,CULPEPER,VA,22701,S,ACTIVE,
VA-S-1797,THE MOUNT VERNON LADIES ASSOC. OF THE UNION,,5514 MOUNT VERNON MEMORIAL HWY,MOUNT VERNON,VA,22121,S,ACTIVE,
VA-S-20001,COMMONWEALTH SPIRITS LLC,,21730 RED RUM DR STE 167,ASHBURN,VA,20147,S,ACTIVE,
VA-S-20002,"THE VIRGINIA DISTILLERY COMPANY, LLC",American Custom Distilling,299 EADES LN,LOVINGSTON,VA,22949,S,ACTIVE,
VA-S-20003,"APPALACHIAN MOUNTIAN SPIRITS, LLC",Appalachian Mountain Spirits,760 WALKERS CREEK RD,MARION,VA,24354,S,ACTIVE,
VA-S-20004,"LEGACY ARTISAN DISTILLERS, INC",Virgilina Distilling Company,1141 7TH STREET,VIRGILINA,VA,24598,S,ACTIVE,
VA-S-20005,"WOODS MILL DISTILLERY, LLC",,1625 RIVER RD,FABER,VA,22938,S,ACTIVE,
VA-S-20006,"RIVER HILL WINE AND SPIRITS, LLC",River Hill Wine and Spirits LLC.,356 RUFFNERS FERRY RD,LURAY,VA,22835,S,ACTIVE,
VA-S-20007,"DAVIS VALLEY WINERY AND VINEYARD, INC.",,1167 DAVIS VALLEY RD,RURAL RETREAT,VA,24368,S,ACTIVE,
VA-S-20008,"GAROFALO ARTISAN LIQUEURS, INC.",,830 N KENT ST STE 4,WINCHESTER,VA,22601,S,ACTIVE,
VA-S-20010,"JAMES RIVER DISTILLERY, LLC",,2700 HARDY ST,RICHMOND,VA,23220,S,ACTIVE,
VA-S-20014,"MURLARKEY DISTILLED SPIRITS, LLC",MurLarkey's,9861 DISCOVERY BLVD STE B,MANASSAS,VA,20109,S,ACTIVE,
VA-S-20015,"MOUNT DEFIANCE CIDERY & DISTILLERY, LLC",,495 E WASHINGTON ST,MIDDLEBURG,VA,20117,S,ACTIVE,
VA-S-20018,CHARLES MCCAULEY,Dome and Spear Distillery,4529 DEARBORN RD,EVINGTON,VA,24550,S,ACTIVE,
VA-S-20020,BELLE ISLE CRAFT SPIRITS INC.,Belle Isle Craft Spirits,615 MAURY ST,RICHMOND,VA,23224,S,ACTIVE,
VA-S-20023,"WILLIAMSBURG DISTILLERY, INC.",Eight Shires Brands,7218 MERRIMAC TRL UNIT C,WILLIAMSBURG,VA,23185,S,ACTIVE,
VA-S-20028,CORCORAN SPIRITS LLC,,251 N 21ST ST STE 120,PURCELLVILLE,VA,20132,S,ACTIVE,
VA-S-20029,"BONDURANT BROTHERS DISTILLERY, LLC",,9 E THIRD ST,CHASE CITY,VA,23924,S,ACTIVE,
VA-S-20030,"STONE MOUNTAIN DISTILLING, LLC",,2219 E MAIN ST,LEBANON,VA,24266,S,ACTIVE,
VA-S-20032,"COPPER FOX DISTILLERY ENTERPRISES, L.L.C.",,901 CAPITOL LANDING RD,WILLIAMSBURG,VA,23185,S,ACTIVE,
VA-S-20035,"LAW SHINE, LLC","Law Shine, LLC",285 LAWS HAVEN LANE,ROCKY MOUNT,VA,24151,S,ACTIVE,
VA-S-20036,"THREE BROTHERS' DISTILLERY, INC.",,9935 COUNTY LINE RD,DISPUTANTA,VA,23842,S,ACTIVE,
VA-S-20038,"GINGERWOLF DISTILLERY, LLC",Gingerwolf Distillery,7853 MAIN ST,MIDDLETOWN,VA,22645,S,ACTIVE,
VA-S-20039,"DEAD RECKONING DISTILLERY, INC.",,312 W 24TH ST,NORFOLK,VA,23517,S,ACTIVE,
VA-S-20040,BOMBOLINI LLC,,1606 W MAIN ST,RICHMOND,VA,23220,S,ACTIVE,
VA-S-20042,"GLENWAY FARMS, INC.",Pressed Spirits,14437 HUME RD,HUNTLY,VA,22640,S,ACTIVE,
VA-S-20043,RD WILHELM LLC,Reverend Spirits,1120 W OLNEY RD,NORFOLK,VA,23507,S,ACTIVE,
VA-S-20044,FALLS CHURCH DISTILLERS LLC,,8420 KAO CIR UNIT A,MANASSAS,VA,20110,S,ACTIVE,
VA-S-20045,BOARDWALK DISTILLING LLC,,5812 MOORETOWN RD UNIT H,WILLIAMSBURG,VA,23188,S,ACTIVE,
VA-S-20047,"MOUNTAIN VIEW BREWERY, LLC",Devils Backbone Distilling Co.,35 CRANDALL RUN,ROSELAND,VA,22967,S,ACTIVE,
VA-S-20048,"COPPER AND OAK CRAFT SPIRITS, LLC",,739 HIGH ST UNIT 3A,PORTSMOUTH,VA,23705,S,ACTIVE,
VA-S-20050,"GRAYDON SPIRITS, LLC",,40889 GRAYDON MANOR LN,LEESBURG,VA,20175,S,ACTIVE,
VA-S-20051,"GREENSPUR, INC.",,2811 MERRILEE DR STE D,FAIRFAX,VA,22031,S,ACTIVE,
VA-S-20052,BIG TROUBLE LLC,,429 THIRD ST,PETERSBURG,VA,23803,S,ACTIVE,
VA-S-20057,BOLD ROCK PARTNERS LP,,1020 ROCKFISH VALLEY HWY,NELLYSFORD,VA,22958,S,ACTIVE,
VA-S-20060,SMITH RIVER SPIRITS LLC,,1317 EGGELSTON FALLS RD,RIDGEWAY,VA,24148,S,ACTIVE,
VA-S-20061,"TWIN CREEKS DISTILLERY, INC.",,510 FRANKLIN ST,ROCKY MOUNT,VA,24151,S,ACTIVE,
VA-S-20065,"GLENNO DISTILLERY, LLC",Glenno DIstillery,174 SUGARFORK RD,CUMBERLAND,VA,23040,S,ACTIVE,
VA-S-20066,"VINCENT'S VINEYARD, INC.",Vincent's Vineyard,2313 E MAIN ST,LEBANON,VA,24266,S,ACTIVE,
VA-S-20070,"PLANK EYE BREWING CO, LLC",Plank Eye Brewing Co.,15 E MAIN ST,LEBANON,VA,24266,S,ACTIVE,
VA-S-20071,"BUFFALO BRANDS, INC",Sleepy Fox Distillery,9 RESERVATION LOOP,GLASGOW,VA,24555,S,ACTIVE,
VA-S-20072,GREENBERRY'S COFFEE ROASTERS INC.,,141 ZION STATION RD,TROY,VA,22974,S,ACTIVE,
VA-S-20075,"BACK BAY BREW HOUSE, LLC",,1805 KEMPSVILLE RD,VIRGINIA BEACH,VA,23464,S,ACTIVE,
VA-S-20076,"FLYING ACE DISTILLERY, LLC",Flying Ace Distillery,40950 FLYING ACE LN,LOVETTSVILLE,VA,20180,S,ACTIVE,
VA-S-20080,"MOUNTAIN VIEW BREWERY, LLC",Devils Backbone Distilling Company,50 NORTH WIND LN,LEXINGTON,VA,24450,S,ACTIVE,
VA-S-20082,"TWO DIAMONDS FARM AND DISTILLERY, LLC",Two Diamonds Farm & Distillery,12280 NEW MARKET MILL RD,BEAVERDAM,VA,23015,S,ACTIVE,
VA-S-20083,CHAMPION CAFE CANS LLC,Champion Spirits,221 CARLTON RD STE 1,CHARLOTTESVILLE,VA,22902,S,ACTIVE,
VA-S-20084,"WILLIAMSBURG DISTILLERY, INC.",Eight Shires Brands,801 MIMOSA RD,PORTSMOUTH,VA,23701,S,ACTIVE,
VA-S-20086,SALTY STASH DISTILLERY LLC,,3742 BOONE FURNACE RD,ALLISONIA,VA,24347,S,ACTIVE,
VA-S-20087,DE LA ROCHA LLC,De La Rocha,39070 MOUNT GILEAD RD,LEESBURG,VA,20175,S,ACTIVE,
VA-S-20089,"J. H. BARDS SPIRIT CO., LLC",,213 DRAPER RD SW,BLACKSBURG,VA,24060,S,ACTIVE,
VA-S-20091,"CONSCIOUS CULTURES, LLC",Blue Ridge Bucha,1809 E MAIN ST,WAYNESBORO,VA,22980,S,ACTIVE,
VA-S-20094,LOST WHISKEY CLUB LLC,Lost Whiskey Club,2026 LEEDS MANOR RD,DELAPLANE,VA,20144,S,ACTIVE,
VA-S-20096,"SAZERAC OF NEW HAMPSHIRE, LLC",A. SMITH BOWMAN,1 BOWMAN DR,FREDERICKSBURG,VA,22408,S,ACTIVE,
VA-S-20097,"ABW VIRGINIA BEACH, LLC",,1209 CRAFT LN,VIRGINIA BEACH,VA,23454,S,ACTIVE,
VA-S-20099,"VIRGINIA BEACH DISTILLING, LLC",,1375 OCEANA BLVD UNIT 142,VIRGINIA BEACH,VA,23454,S,ACTIVE,
VA-S-20101,"URBAN RUM COMPANY, LLC",Urban Rum Company,1603 OWNBY LN STE 7,RICHMOND,VA,23220,S,ACTIVE,
VA-S-20102,"FEDISTILLERS, LLC",,7853 MAIN ST,MIDDLETOWN,VA,22645,S,ACTIVE,
VA-S-20103,"THREE NOTCH'D DISTILLING COMPANY, LLC",,4561 VIRGINIA BEACH BLVD,VIRGINIA BEACH,VA,23462,S,ACTIVE,
VA-S-20104,BLUE SHEPHERD SPIRITS LLC,,622 W MAIN ST,LURAY,VA,22835,S,ACTIVE,
VA-S-20106,1238 HORSEFIELDS LANE LLC,,1283 HORSEFIELDS LN,UPPERVILLE,VA,20184,S,ACTIVE,
VA-S-20107,WATERMAN SPIRITS LLC,,712 ATLANTIC AVE A,VIRGINIA BEACH,VA,23451,S,ACTIVE,
VA-S-20108,COCREA INVESTMENTS LLC,FGF Copacking,522 SOUTHLAKE BLVD,NORTH CHESTERFIELD,VA,23236,S,ACTIVE,
VA-S-20109,CREEK BOTTOM BREWING LLC,Creek Bottom Brewing,307 N MEADOW ST STE B,GALAX,VA,24333,S,ACTIVE,
VA-S-20110,"OLD OX BREWERY, LLC",Old Ox Brewery,44652 GUILFORD DR STE 110-114,ASHBURN,VA,20147,S,ACTIVE,
VA-S-20111,NIDRA LLC,,1401 PRECON DR,CHESAPEAKE,VA,23320,S,ACTIVE,
VA-S-20112,DROUMAVALLA FARM INC,,14980 LIMESTONE SCHOOL RD,LEESBURG,VA,20176,S,ACTIVE,
VA-S-20113,"MIDDLEBURG BARREL COMPANY, LLC",Middleburg Barrel Company,35407 SNAKE HILL RD,MIDDLEBURG,VA,20117,S,ACTIVE,
VA-S-20114,MHG RESTON LLC,Open Road Distillery,1871 FOUNTAIN DR,RESTON,VA,20190,S,ACTIVE,
VA-S-20115,RED CHAIR DISTILLERY LLC,,318 E KING ST STE C,STRASBURG,VA,22657,S,ACTIVE,
VA-S-20116,"THREE NOTCH'D DISTILLING COMPANY, LLC",Three Notchd Distilling Company,2461 ROCKFISH VALLEY HWY,NELLYSFORD,VA,22958,S,ACTIVE,
VA-S-20117,METAL CRAFT BREWING CO LLC,BASIC CITY BEER CO,1010 E MAIN ST,WAYNESBORO,VA,22980,S,ACTIVE,
VA-S-20118,"SQUABBLE STATE, LLC",Squabble State Hard Cider & Spirits,7300 BROWNLOW DR,BRISTOL,VA,24202,S,ACTIVE,
VA-S-20119,VINT HILL RUM CO. LLC,Vint Hill Rum Co.,4200 AIKEN DR,WARRENTON,VA,20187,S,ACTIVE,
VA-S-20120,THE WINERY AT RAPIDAN,WAR Craft Brewery,7793 N WHITE OAK RD S,RAPIDAN,VA,22733,S,ACTIVE,
VA-S-20121,"THREE NOTCH'D DISTILLING COMPANY, LLC",Three Notchd Distilling Company,520 SE SECOND ST,CHARLOTTESVILLE,VA,22902,S,ACTIVE,
VA-S-20122,"THREE NOTCH'D DISTILLING COMPANY, LLC",Three Notch'd Distilling Company,2930 W BROAD ST,RICHMOND,VA,23230,S,ACTIVE,
VA-S-20123,"LINCOLN RIDGE, INC.",,2149 REYMET RD,N CHESTERFIELD,VA,23237,S,ACTIVE,
VA-S-20124,2 SILOS BREWING CO. LLC,2 Silos,9925 DISCOVERY BLVD,MANASSAS,VA,20109,S,ACTIVE,
VA-S-20125,"NEW BELGIUM BREWING COMPANY, INC.",,555 INTERNATIONAL PKWY,DALEVILLE,VA,24083,S,ACTIVE,
VA-S-20126,DREAM SPIRITS INC,Dream Spirits,35407 SNAKE HILL RD WAREHOUS C,MIDDLEBURG,VA,20117,S,ACTIVE,
VA-S-20128,"DAILY CELLARS, LLC",Honor Brewing Co,42604 TRADE WEST DR,STERLING,VA,20166,S,ACTIVE,
VA-S-20129,"RAGGED MOUNTAIN FARM, LLC",Ragged Branch Distillery,1054 OLD WHITE BRIDGE RD,WAYNESBORO,VA,22980,S,ACTIVE,
VA-S-20130,"BLUE MOUNTAIN BARREL HOUSE AND ORGANIC BREWERY, LLC",Blue Mountain Barrel House and Organic Brewery,495 COOPERATIVE WAY,ARRINGTON,VA,22922,S,ACTIVE,
VA-S-20132,"MEAN ENTERPRISES, LLC",Mean Spirits Distillery,2401 COLONIAL AVE,NORFOLK,VA,23517,S,ACTIVE,
VA-S-20134,"IRONCLAD DISTILLERY, INC",Ironclad Distillery,1200 PRINCESS ANNE ST,FREDERICKSBURG,VA,22401,S,ACTIVE,
VA-S-20135,"THREE NOTCH'D DISTILLING COMPANY, LLC",Three Notchd Distilling Company,24 CAMPBELL AVE SE,ROANOKE,VA,24011,S,ACTIVE,
VA-S-20136,"MANASSAS BATTLEFIELD TAPROOM AND CAFE, INC.",Badwolf Brewery,9776 CENTER ST,MANASSAS,VA,20110,S,ACTIVE,
VA-S-20138,"HARDYWOOD PARK CRAFT BREWERY, LLC",Hardywood Park Craft Brewery,820 SANCTUARY TRAIL DR,RICHMOND,VA,23238,S,ACTIVE,
VA-S-20139,"CHEM-SOLV, INC.",,1140 INDUSTRY AVE,ROANOKE,VA,24013,S,ACTIVE,
VA-S-20140,"HONKING GOOSE DISTILLERY, LLC",,152 HINSONS FORD RD,AMISSVILLE,VA,20106,S,ACTIVE,
VA-S-20141,"BLUE MOUNTAIN BREWERY, INC.",Blue Mountain Brewery,9519 CRITZERS SHOP RD,AFTON,VA,22920,S,ACTIVE,
VA-S-20142,KP SPIRITS LLC,KP SPIRITS,14233 HUME RD,HUME,VA,22639,S,ACTIVE,
VA-S-20143,SOUTHWEST MOUNTAINS VINEYARDS LLC,Southwest Mountains Vineyards,2100 WHIPPER IN LN,KESWICK,VA,22947,S,ACTIVE,
VA-S-20144,"TWIN CREEKS DISTILLERY, INC.",Crooked Road,140 FRANKLIN ST,ROCKY MOUNT,VA,24151,S,ACTIVE,
VA-S-20145,CALM&FEARLESS LLC,BRAZÚ,39 ENSLOW DR,BASSETT,VA,24055,S,ACTIVE,
VA-S-20146,DREAM SPIRITS INC,Dream Spirits,43449 LOST CORNER RD,LEESBURG,VA,20176,S,ACTIVE,
VA-S-20148,"SHOE CRAZY WINE, LLC",,2001 ANCHOR AVE BLDG,PETERSBURG,VA,23803,S,ACTIVE,
